epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
120,4403.12,0.36985,0.52199,0.24593,0.83739,0.94591,0.91146,0.96464,0.8499,0.94711,0.90833,0.96059,0.8098,0.52851,0.83393,0.29999,0.88555,0.00867961,0.00867961,0.00867961
121,4439.29,0.36903,0.5195,0.24547,0.83724,0.94775,0.91002,0.96479,0.84987,0.94713,0.90824,0.96052,0.8099,0.52827,0.83409,0.29998,0.88527,0.00865839,0.00865839,0.00865839
122,4475.78,0.36905,0.52302,0.24516,0.83631,0.94712,0.91062,0.96467,0.84987,0.94805,0.9078,0.96031,0.80971,0.52835,0.83425,0.30016,0.88515,0.00863703,0.00863703,0.00863703
123,4512.23,0.36885,0.52365,0.24573,0.83639,0.94794,0.91005,0.96454,0.84998,0.94822,0.90768,0.96028,0.8095,0.52836,0.83387,0.30007,0.88474,0.00861553,0.00861553,0.00861553
124,4548.68,0.36773,0.52104,0.24491,0.83652,0.94796,0.91043,0.96455,0.8498,0.94703,0.90901,0.96034,0.80922,0.52829,0.83308,0.29976,0.88449,0.00859389,0.00859389,0.00859389
125,4585.09,0.36765,0.5175,0.24457,0.83553,0.94791,0.91135,0.96469,0.85006,0.94748,0.90868,0.96039,0.80914,0.5283,0.83265,0.29979,0.88451,0.0085721,0.0085721,0.0085721
126,4621.76,0.36924,0.52296,0.24548,0.83669,0.94782,0.91115,0.96493,0.85008,0.94687,0.90925,0.96042,0.80941,0.52818,0.83274,0.29977,0.88445,0.00855018,0.00855018,0.00855018
127,4658.18,0.36731,0.52074,0.24421,0.83554,0.94808,0.91111,0.96502,0.85003,0.94667,0.90993,0.96052,0.80936,0.5282,0.83266,0.29953,0.88422,0.00852812,0.00852812,0.00852812
128,4694.76,0.36728,0.51577,0.24402,0.83637,0.94768,0.91126,0.96485,0.85011,0.94629,0.90993,0.96048,0.80982,0.52799,0.83253,0.29949,0.88405,0.00850592,0.00850592,0.00850592
129,4731.22,0.36701,0.51873,0.24369,0.83623,0.94794,0.91117,0.96504,0.8502,0.94674,0.90957,0.96066,0.80994,0.52781,0.83281,0.29937,0.88406,0.00848358,0.00848358,0.00848358
130,4767.57,0.3673,0.52189,0.24458,0.83545,0.94724,0.9118,0.96508,0.85033,0.94587,0.91025,0.96059,0.81021,0.52766,0.83239,0.29928,0.88402,0.00846111,0.00846111,0.00846111
131,4803.69,0.36542,0.52055,0.24428,0.83552,0.9477,0.91159,0.96518,0.85063,0.94619,0.91014,0.9606,0.81031,0.52744,0.83201,0.29894,0.88384,0.00843851,0.00843851,0.00843851
132,4839.98,0.36624,0.52114,0.24301,0.83619,0.94791,0.91174,0.96525,0.85056,0.94666,0.91022,0.96063,0.81023,0.52748,0.8312,0.29896,0.88408,0.00841577,0.00841577,0.00841577
133,4876.02,0.36306,0.51693,0.24153,0.83673,0.94863,0.91102,0.96532,0.85063,0.94744,0.90954,0.96079,0.81023,0.52763,0.83087,0.29896,0.88442,0.0083929,0.0083929,0.0083929
134,4912.2,0.36406,0.51513,0.2419,0.83618,0.94914,0.91114,0.96542,0.85072,0.94791,0.90954,0.96079,0.81022,0.52758,0.83092,0.29873,0.88455,0.00836989,0.00836989,0.00836989
135,4948.34,0.3614,0.51282,0.24138,0.83576,0.94922,0.9115,0.96553,0.8508,0.94778,0.90992,0.96095,0.81041,0.52765,0.83037,0.29863,0.88478,0.00834676,0.00834676,0.00834676
136,4984.9,0.36622,0.52562,0.24339,0.83628,0.94836,0.91254,0.96552,0.8509,0.94715,0.91073,0.96091,0.81046,0.52761,0.82955,0.29841,0.88478,0.00832349,0.00832349,0.00832349
137,5021.6,0.36179,0.51136,0.24168,0.83514,0.94976,0.91117,0.96559,0.85087,0.94864,0.90934,0.96094,0.81055,0.52748,0.82952,0.29837,0.88479,0.0083001,0.0083001,0.0083001
138,5057.97,0.36049,0.51264,0.24064,0.83493,0.95031,0.91066,0.96545,0.85114,0.94952,0.90846,0.9611,0.81053,0.52725,0.82868,0.29811,0.88472,0.00827658,0.00827658,0.00827658
139,5094.82,0.35766,0.50488,0.2385,0.83443,0.9498,0.91152,0.96556,0.85112,0.94881,0.90951,0.96129,0.81069,0.52707,0.82856,0.29805,0.88476,0.00825293,0.00825293,0.00825293
140,5131.22,0.36105,0.51128,0.23994,0.8338,0.94949,0.9112,0.96572,0.85126,0.94804,0.9098,0.96112,0.81057,0.52693,0.82857,0.29797,0.8847,0.00822915,0.00822915,0.00822915
141,5167.68,0.35982,0.50881,0.23988,0.83491,0.94968,0.91093,0.96555,0.85122,0.94808,0.90939,0.96121,0.81038,0.52696,0.82846,0.29805,0.88468,0.00820525,0.00820525,0.00820525
142,5204.29,0.35914,0.50973,0.23946,0.83473,0.94946,0.91164,0.96557,0.85131,0.94799,0.90984,0.96135,0.81048,0.52701,0.82826,0.29813,0.88481,0.00818122,0.00818122,0.00818122
143,5240.86,0.35819,0.507,0.2396,0.83429,0.94962,0.91073,0.96547,0.85145,0.94822,0.90922,0.9612,0.81058,0.5268,0.82829,0.29808,0.8847,0.00815707,0.00815707,0.00815707
144,5277.46,0.35725,0.5053,0.23851,0.83401,0.94955,0.91066,0.96562,0.85138,0.94801,0.90876,0.96107,0.81063,0.52677,0.8276,0.29822,0.88467,0.0081328,0.0081328,0.0081328
145,5314.15,0.35658,0.50627,0.23801,0.83437,0.95009,0.91017,0.96561,0.85138,0.94884,0.90835,0.96122,0.8103,0.52671,0.82769,0.29811,0.88473,0.00810841,0.00810841,0.00810841
146,5350.61,0.35612,0.50182,0.23743,0.83416,0.95047,0.90974,0.9655,0.85147,0.94902,0.90812,0.96091,0.81041,0.52663,0.8274,0.29818,0.88475,0.00808389,0.00808389,0.00808389
147,5386.81,0.35592,0.50334,0.23737,0.83392,0.94759,0.91239,0.96546,0.85149,0.9488,0.90808,0.96091,0.81037,0.52676,0.82712,0.29824,0.88488,0.00805925,0.00805925,0.00805925
148,5423.33,0.35693,0.50438,0.23695,0.83375,0.94978,0.91043,0.96544,0.8516,0.9492,0.90784,0.96088,0.81065,0.52668,0.82732,0.29821,0.88486,0.0080345,0.0080345,0.0080345
149,5459.78,0.36101,0.51338,0.23878,0.83555,0.94952,0.91049,0.9655,0.85146,0.94848,0.90848,0.96093,0.81047,0.52668,0.82744,0.29823,0.88484,0.00800963,0.00800963,0.00800963
150,5496.08,0.35503,0.50284,0.23613,0.83385,0.94918,0.9109,0.96558,0.85136,0.94893,0.90809,0.96107,0.81051,0.52667,0.82724,0.29812,0.88486,0.00798464,0.00798464,0.00798464
151,5532.28,0.35319,0.5001,0.23525,0.83347,0.94926,0.91061,0.96557,0.85152,0.94846,0.90882,0.96111,0.81049,0.52657,0.82633,0.29794,0.88485,0.00795954,0.00795954,0.00795954
152,5568.69,0.35658,0.50643,0.23681,0.83436,0.9495,0.91061,0.96552,0.85133,0.9486,0.90885,0.96122,0.81059,0.52651,0.82643,0.29804,0.88474,0.00793432,0.00793432,0.00793432
153,5604.71,0.35255,0.50014,0.23598,0.83448,0.94984,0.91037,0.96554,0.85136,0.94878,0.90841,0.96117,0.81078,0.52641,0.82662,0.2982,0.88472,0.00790898,0.00790898,0.00790898
154,5640.83,0.35265,0.50045,0.23568,0.83345,0.95018,0.9102,0.9656,0.8515,0.94951,0.90814,0.96118,0.81067,0.52632,0.82595,0.29812,0.88457,0.00788354,0.00788354,0.00788354
155,5676.94,0.35396,0.50103,0.23657,0.83388,0.94994,0.91017,0.96557,0.85142,0.94897,0.90859,0.96106,0.81072,0.52623,0.82546,0.29813,0.88443,0.00785798,0.00785798,0.00785798
156,5713.08,0.3509,0.4965,0.23373,0.8334,0.95,0.91031,0.96542,0.85156,0.94922,0.90812,0.96105,0.81066,0.52609,0.82546,0.29813,0.8843,0.00783231,0.00783231,0.00783231
157,5749.5,0.35076,0.49981,0.23344,0.83345,0.95034,0.91004,0.96549,0.85158,0.9493,0.90842,0.96115,0.81085,0.52605,0.82573,0.2982,0.88422,0.00780653,0.00780653,0.00780653
158,5785.92,0.35363,0.50279,0.23493,0.83333,0.94957,0.91097,0.96551,0.85156,0.94958,0.90835,0.96114,0.81077,0.52599,0.82549,0.29831,0.88408,0.00778065,0.00778065,0.00778065
159,5822.09,0.35022,0.49606,0.23435,0.83305,0.95047,0.91008,0.96566,0.85181,0.94915,0.90856,0.96109,0.81069,0.52589,0.82503,0.29826,0.88398,0.00775465,0.00775465,0.00775465
160,5858.73,0.34879,0.49072,0.23233,0.83198,0.95085,0.90999,0.96573,0.8518,0.94966,0.90806,0.96111,0.81082,0.5258,0.82512,0.29827,0.88391,0.00772855,0.00772855,0.00772855
161,5895.01,0.35009,0.49395,0.23371,0.83228,0.95147,0.90915,0.96565,0.85186,0.94999,0.90734,0.96116,0.81098,0.5258,0.82461,0.29814,0.88378,0.00770234,0.00770234,0.00770234
162,5931.5,0.34977,0.49796,0.2329,0.83436,0.95162,0.90895,0.96575,0.85199,0.95063,0.90704,0.96111,0.81098,0.52574,0.82448,0.29803,0.88372,0.00767603,0.00767603,0.00767603
163,5967.96,0.35115,0.49908,0.23439,0.83316,0.95171,0.90895,0.96589,0.852,0.95032,0.90731,0.96115,0.81104,0.52562,0.82411,0.29801,0.8837,0.00764961,0.00764961,0.00764961
164,6004.33,0.34837,0.49466,0.23244,0.8336,0.95163,0.90926,0.96585,0.85206,0.95008,0.90725,0.96113,0.81102,0.52568,0.82411,0.29809,0.88377,0.0076231,0.0076231,0.0076231
165,6040.81,0.34667,0.49417,0.23144,0.83239,0.95134,0.90944,0.96583,0.85201,0.95003,0.9072,0.96113,0.81105,0.52567,0.82434,0.29801,0.88375,0.00759648,0.00759648,0.00759648
166,6077,0.34852,0.49359,0.23202,0.83187,0.95014,0.91076,0.96584,0.85222,0.94992,0.90735,0.96119,0.81107,0.52566,0.82434,0.2981,0.88366,0.00756976,0.00756976,0.00756976
167,6113.13,0.34495,0.48538,0.23022,0.8318,0.95051,0.91046,0.96572,0.85211,0.95042,0.90682,0.96122,0.81097,0.5257,0.82439,0.298,0.88374,0.00754293,0.00754293,0.00754293
168,6149.75,0.34585,0.48889,0.23033,0.83277,0.95018,0.91094,0.96571,0.85219,0.95057,0.90716,0.96108,0.81088,0.52574,0.82449,0.298,0.8838,0.00751602,0.00751602,0.00751602
169,6185.95,0.34867,0.49533,0.23196,0.83264,0.9501,0.911,0.96573,0.85216,0.95028,0.90759,0.96107,0.81097,0.52577,0.82431,0.29814,0.8838,0.007489,0.007489,0.007489
170,6222.4,0.34897,0.49756,0.23282,0.83235,0.94983,0.911,0.96562,0.85224,0.94931,0.90824,0.96104,0.811,0.52571,0.82417,0.2983,0.88375,0.00746189,0.00746189,0.00746189
171,6258.74,0.34737,0.49331,0.2325,0.83172,0.95009,0.91082,0.96564,0.8522,0.94904,0.90821,0.96108,0.81111,0.52567,0.82403,0.29827,0.88368,0.00743468,0.00743468,0.00743468
172,6295.26,0.34555,0.48833,0.23044,0.83157,0.94997,0.91094,0.96565,0.85237,0.94879,0.90853,0.96112,0.81119,0.52574,0.82426,0.29831,0.88369,0.00740738,0.00740738,0.00740738
173,6331.6,0.34533,0.48823,0.23067,0.83203,0.94969,0.91106,0.96562,0.85229,0.94813,0.90877,0.96108,0.81123,0.52568,0.82414,0.29831,0.88359,0.00737998,0.00737998,0.00737998
174,6368.41,0.34507,0.49084,0.22988,0.83173,0.94969,0.91103,0.96567,0.85227,0.94831,0.90874,0.96119,0.81141,0.52572,0.82394,0.29822,0.88359,0.0073525,0.0073525,0.0073525
175,6404.9,0.3458,0.49033,0.2298,0.83055,0.94984,0.91111,0.96565,0.85222,0.94881,0.9088,0.96109,0.81148,0.52582,0.82411,0.29828,0.88362,0.00732492,0.00732492,0.00732492
176,6441.51,0.34609,0.48997,0.23067,0.83211,0.94966,0.91114,0.96557,0.85223,0.94883,0.90868,0.96112,0.81149,0.52581,0.82391,0.29825,0.88361,0.00729725,0.00729725,0.00729725
177,6477.88,0.34249,0.48377,0.22944,0.83103,0.94998,0.91105,0.96554,0.85226,0.94955,0.9085,0.96112,0.81134,0.52586,0.82364,0.29832,0.88359,0.0072695,0.0072695,0.0072695
178,6514.29,0.34363,0.489,0.22857,0.83123,0.9501,0.91105,0.9655,0.85222,0.9493,0.90862,0.96108,0.81139,0.52579,0.82334,0.29855,0.88355,0.00724165,0.00724165,0.00724165
179,6550.71,0.34077,0.48404,0.22745,0.83096,0.94984,0.9112,0.96552,0.85222,0.94913,0.90886,0.96111,0.81132,0.52578,0.82306,0.29872,0.88349,0.00721372,0.00721372,0.00721372
180,6587.08,0.34421,0.49237,0.22938,0.83115,0.95041,0.9107,0.96553,0.85213,0.94919,0.90874,0.96116,0.81124,0.52581,0.82307,0.29882,0.88343,0.00718571,0.00718571,0.00718571
181,6623.51,0.34022,0.48422,0.22782,0.83054,0.94972,0.91108,0.96552,0.85214,0.94887,0.90886,0.96117,0.81123,0.52575,0.82267,0.29889,0.88342,0.00715761,0.00715761,0.00715761
182,6659.84,0.34159,0.4856,0.22768,0.83105,0.94969,0.91109,0.96556,0.85226,0.94843,0.90895,0.96121,0.81152,0.52578,0.82261,0.29899,0.88339,0.00712942,0.00712942,0.00712942
183,6696.02,0.33976,0.48242,0.22761,0.83068,0.94986,0.91103,0.96565,0.85222,0.94924,0.90871,0.96127,0.81144,0.52577,0.82231,0.29903,0.88333,0.00710116,0.00710116,0.00710116
184,6732.4,0.34157,0.48552,0.22801,0.83047,0.94956,0.91132,0.96561,0.8524,0.94862,0.90907,0.96128,0.8116,0.52575,0.82219,0.29913,0.88329,0.00707281,0.00707281,0.00707281
185,6768.74,0.34079,0.48592,0.22656,0.83005,0.94961,0.91118,0.9656,0.85244,0.94889,0.90871,0.96133,0.81175,0.52566,0.82212,0.29903,0.88321,0.00704439,0.00704439,0.00704439
186,6805.31,0.3389,0.48398,0.22603,0.82978,0.94945,0.91159,0.9656,0.85246,0.94902,0.90895,0.96135,0.81193,0.52559,0.82193,0.29905,0.88323,0.00701588,0.00701588,0.00701588
187,6841.62,0.34071,0.48559,0.22697,0.83145,0.94915,0.91162,0.96565,0.85242,0.94893,0.90886,0.96147,0.81208,0.52546,0.82191,0.2989,0.88308,0.0069873,0.0069873,0.0069873
188,6878.05,0.33882,0.48074,0.22621,0.83089,0.94951,0.91153,0.9657,0.85245,0.94896,0.90886,0.96142,0.81204,0.52545,0.82178,0.29903,0.88304,0.00695864,0.00695864,0.00695864
189,6914.24,0.33859,0.47792,0.22624,0.82945,0.94978,0.91114,0.96558,0.85257,0.94907,0.90886,0.96151,0.81218,0.52539,0.82185,0.2992,0.88301,0.00692991,0.00692991,0.00692991
190,6950.64,0.34042,0.4871,0.22671,0.83016,0.9502,0.91085,0.96557,0.85259,0.94934,0.90886,0.96154,0.81202,0.52536,0.8218,0.29917,0.88292,0.0069011,0.0069011,0.0069011
191,6987.14,0.33582,0.47853,0.22528,0.8291,0.95083,0.91043,0.96562,0.85253,0.94954,0.90877,0.9615,0.81198,0.52522,0.82166,0.29915,0.88276,0.00687222,0.00687222,0.00687222
192,7023.71,0.33763,0.48122,0.22532,0.82976,0.95086,0.91052,0.96561,0.85254,0.94961,0.90901,0.96151,0.8119,0.52522,0.82141,0.29935,0.88269,0.00684326,0.00684326,0.00684326
193,7059.91,0.33652,0.47577,0.22445,0.82968,0.95078,0.91058,0.9656,0.85258,0.9508,0.90817,0.96157,0.81202,0.52524,0.82142,0.2993,0.88262,0.00681424,0.00681424,0.00681424
194,7095.99,0.33594,0.47673,0.22432,0.83082,0.95093,0.91055,0.96556,0.85258,0.95049,0.90836,0.96158,0.81225,0.52523,0.82108,0.29939,0.88251,0.00678514,0.00678514,0.00678514
195,7131.95,0.33656,0.4755,0.22482,0.83077,0.95099,0.9107,0.96562,0.85259,0.95035,0.90856,0.96154,0.81247,0.52519,0.82128,0.29918,0.88245,0.00675598,0.00675598,0.00675598
196,7168.29,0.33522,0.47531,0.22428,0.82916,0.95114,0.91064,0.96551,0.85258,0.95024,0.90868,0.96158,0.81242,0.52523,0.82103,0.29912,0.88243,0.00672675,0.00672675,0.00672675
197,7204.47,0.33581,0.47937,0.22476,0.83077,0.95085,0.91082,0.96552,0.85268,0.94935,0.90916,0.96159,0.81248,0.52518,0.821,0.29908,0.88241,0.00669746,0.00669746,0.00669746
198,7240.7,0.33591,0.4758,0.22397,0.83026,0.95091,0.91079,0.9655,0.85276,0.94954,0.90934,0.96165,0.81258,0.5252,0.82145,0.29903,0.88242,0.0066681,0.0066681,0.0066681
199,7276.84,0.33423,0.47288,0.22328,0.82851,0.95075,0.91118,0.9655,0.85277,0.94993,0.90946,0.96169,0.8127,0.52512,0.82129,0.29894,0.8824,0.00663867,0.00663867,0.00663867
200,7312.97,0.33364,0.47293,0.223,0.82915,0.95091,0.911,0.96554,0.85283,0.94989,0.9094,0.96158,0.81299,0.52511,0.82077,0.29888,0.88236,0.00660918,0.00660918,0.00660918
201,7349.13,0.33417,0.47561,0.22316,0.82854,0.95092,0.91102,0.96546,0.85279,0.95027,0.90874,0.96154,0.81297,0.52508,0.82098,0.29883,0.88231,0.00657963,0.00657963,0.00657963
202,7385.65,0.33269,0.47042,0.22211,0.82872,0.95077,0.91105,0.96551,0.85267,0.95003,0.90916,0.96163,0.8129,0.52502,0.82081,0.2988,0.8823,0.00655002,0.00655002,0.00655002
203,7421.8,0.33055,0.46688,0.22174,0.82887,0.95125,0.91061,0.96556,0.8527,0.95053,0.90862,0.96165,0.81308,0.52501,0.82074,0.29876,0.88228,0.00652036,0.00652036,0.00652036
204,7458.21,0.33567,0.47971,0.22387,0.83021,0.95192,0.90978,0.96553,0.85284,0.95063,0.9083,0.96166,0.8129,0.52502,0.82093,0.29856,0.88234,0.00649063,0.00649063,0.00649063
205,7494.45,0.33281,0.47337,0.22245,0.82885,0.95174,0.90969,0.9655,0.85285,0.95044,0.90845,0.9618,0.81302,0.52502,0.82046,0.29832,0.88235,0.00646085,0.00646085,0.00646085
206,7530.8,0.32979,0.46853,0.221,0.82835,0.95174,0.90981,0.96553,0.85283,0.95074,0.90803,0.96188,0.81301,0.525,0.82031,0.29839,0.88235,0.00643101,0.00643101,0.00643101
207,7566.94,0.32803,0.46508,0.22077,0.82807,0.95233,0.90912,0.96548,0.8529,0.95089,0.90809,0.96168,0.81282,0.525,0.82024,0.29835,0.88232,0.00640111,0.00640111,0.00640111
208,7603.29,0.33007,0.46695,0.22143,0.82903,0.95161,0.91014,0.96556,0.85293,0.9508,0.90821,0.96176,0.81282,0.52491,0.81996,0.29836,0.88225,0.00637116,0.00637116,0.00637116
209,7639.52,0.33138,0.46821,0.22031,0.82842,0.95202,0.90954,0.96545,0.85293,0.9509,0.90827,0.96181,0.81292,0.52498,0.82012,0.29841,0.88228,0.00634117,0.00634117,0.00634117
210,7675.87,0.32963,0.46647,0.22024,0.82793,0.9517,0.91008,0.96555,0.85291,0.95087,0.90833,0.96174,0.81297,0.52497,0.81999,0.29831,0.88233,0.00631112,0.00631112,0.00631112
211,7711.98,0.32994,0.468,0.2203,0.8296,0.95144,0.91017,0.96555,0.85281,0.95104,0.90806,0.96174,0.81293,0.52491,0.8202,0.29827,0.88231,0.00628101,0.00628101,0.00628101
212,7748.14,0.32799,0.46432,0.21923,0.82868,0.95146,0.91002,0.96546,0.85276,0.95081,0.90821,0.96164,0.81283,0.52488,0.82026,0.29814,0.88233,0.00625087,0.00625087,0.00625087
213,7784.29,0.3285,0.46438,0.21857,0.82825,0.95128,0.91008,0.96547,0.8528,0.95084,0.90824,0.96172,0.8127,0.52483,0.82055,0.298,0.88229,0.00622067,0.00622067,0.00622067
214,7820.48,0.32806,0.46778,0.21991,0.82782,0.95146,0.90999,0.96546,0.85275,0.95078,0.90836,0.96176,0.8126,0.52476,0.82038,0.29759,0.88224,0.00619043,0.00619043,0.00619043
215,7856.53,0.33006,0.47122,0.2197,0.82804,0.95104,0.91055,0.96548,0.85274,0.951,0.90848,0.96187,0.81279,0.52477,0.82023,0.29753,0.8822,0.00616014,0.00616014,0.00616014
216,7892.84,0.32656,0.46177,0.21873,0.82749,0.95131,0.91058,0.96553,0.85282,0.95114,0.90851,0.96174,0.81252,0.52468,0.81998,0.29733,0.88213,0.00612981,0.00612981,0.00612981
217,7929.21,0.33026,0.46922,0.21956,0.82835,0.95175,0.91005,0.96554,0.85282,0.9509,0.90883,0.96174,0.81243,0.52459,0.82006,0.29705,0.88207,0.00609944,0.00609944,0.00609944
218,7965.54,0.32794,0.46635,0.21903,0.82815,0.95158,0.91028,0.96555,0.85291,0.95149,0.90836,0.96178,0.81235,0.52455,0.82004,0.29696,0.882,0.00606902,0.00606902,0.00606902
219,8001.71,0.32585,0.45852,0.2172,0.82787,0.95127,0.91052,0.96555,0.85289,0.95072,0.90886,0.96162,0.81218,0.52446,0.81997,0.29711,0.88192,0.00603856,0.00603856,0.00603856
220,8038.62,0.32771,0.46111,0.21872,0.82732,0.95162,0.91023,0.96547,0.85293,0.95109,0.90854,0.96162,0.81212,0.52453,0.81972,0.29709,0.88186,0.00600807,0.00600807,0.00600807
221,8075.12,0.32634,0.46241,0.21813,0.82779,0.95121,0.91049,0.96546,0.8529,0.9508,0.90868,0.96165,0.81201,0.52446,0.81977,0.29709,0.88185,0.00597754,0.00597754,0.00597754
222,8111.55,0.32549,0.45968,0.21764,0.82814,0.9511,0.91059,0.96557,0.85301,0.95042,0.90875,0.96158,0.81193,0.52442,0.81984,0.29697,0.88186,0.00594697,0.00594697,0.00594697
223,8147.9,0.32594,0.46552,0.21783,0.82747,0.95095,0.91064,0.96556,0.85292,0.95015,0.90931,0.96166,0.8118,0.52449,0.8197,0.29691,0.88186,0.00591636,0.00591636,0.00591636
224,8184.46,0.32581,0.46491,0.21725,0.82895,0.95084,0.91073,0.96543,0.85291,0.95001,0.90925,0.96161,0.81211,0.52455,0.81925,0.29688,0.8819,0.00588573,0.00588573,0.00588573
225,8221.09,0.32389,0.46274,0.21667,0.82795,0.95104,0.91058,0.96552,0.85302,0.94999,0.90919,0.96163,0.81194,0.52448,0.81926,0.29694,0.88187,0.00585505,0.00585505,0.00585505
